date,month,day,week,weekday,res
20160607,6,7,2,1,0.751
20160608,6,8,2,2,0.797
20160609,6,9,2,3,0.919
20160610,6,10,2,4,0.703
20160613,6,13,3,0,1.272
20160614,6,14,3,1,0.793
20160615,6,15,3,2,0.964
20160616,6,16,3,3,2.475
20160617,6,17,3,4,0.739
20160620,6,20,4,0,1.028
20160621,6,21,4,1,1.475
20160622,6,22,4,2,0.567
20160623,6,23,4,3,2.013
20160624,6,24,4,4,7.854
20160627,6,27,5,0,1.067
20160628,6,28,5,1,1.282
20160629,6,29,5,2,0.693
20160630,6,30,5,3,0.933
20160701,7,1,1,4,0.948
20160704,7,4,1,0,0.378
20160705,7,5,1,1,1.137
20160706,7,6,1,2,1.565
20160707,7,7,1,3,0.803
20160708,7,8,1,4,1.284
20160711,7,11,2,0,2.455
20160712,7,12,2,1,2.536
20160713,7,13,2,2,0.975
20160714,7,14,2,3,1.964
20160715,7,15,2,4,1.268
20160718,7,18,3,0,1.635
20160719,7,19,3,1,0.886
20160720,7,20,3,2,1.191
20160721,7,21,3,3,2.074
20160722,7,22,3,4,0.836
20160725,7,25,4,0,0.983
20160726,7,26,4,1,1.896
20160727,7,27,4,2,1.947
20160728,7,28,4,3,1.022
20160729,7,29,4,4,3.646
20160801,8,1,1,0,0.673
20160802,8,2,1,1,2.151
20160803,8,3,1,2,0.821
20160804,8,4,1,3,0.806
20160805,8,5,1,4,1.189
20160808,8,8,2,0,0.921
20160809,8,9,2,1,0.739
20160810,8,10,2,2,0.989
20160811,8,11,2,3,1.03
20160812,8,12,2,4,1.439
20160815,8,15,3,0,0.583
20160816,8,16,3,1,1.75
20160817,8,17,3,2,1.127
20160818,8,18,3,3,0.853
20160819,8,19,3,4,0.598
20160822,8,22,4,0,0.81
20160823,8,23,4,1,0.449
20160824,8,24,4,2,0.514
20160825,8,25,4,3,0.313
20160826,8,26,4,4,1.882
20160829,8,29,5,0,0.684
20160830,8,30,5,1,1.382
20160831,8,31,5,2,0.67
20160901,9,1,1,3,0.938
20160902,9,2,1,4,1.521
20160905,9,5,2,0,0.984
20160906,9,6,2,1,1.875
20160907,9,7,2,2,0.926
20160908,9,8,2,3,1.187
20160909,9,9,2,4,1.09
20160912,9,12,3,0,1.146
20160913,9,13,3,1,1.33
20160914,9,14,3,2,1.107
20160915,9,15,3,3,0.824
20160916,9,16,3,4,0.72
20160919,9,19,4,0,0.834
20160920,9,20,4,1,0.522
20160921,9,21,4,2,2.436
20160922,9,22,4,3,0.832
20160923,9,23,4,4,0.57
20160926,9,26,5,0,0.831
20160927,9,27,5,1,0.902
20160928,9,28,5,2,0.559
20160929,9,29,5,3,1.194
20160930,9,30,5,4,1.034
20161003,10,3,1,0,0.473
20161004,10,4,1,1,1.398
20161005,10,5,1,2,0.997
20161006,10,6,1,3,0.813
20161007,10,7,1,4,1.224
20161010,10,10,2,0,0.979
20161011,10,11,2,1,0.897
20161012,10,12,2,2,1.204
20161013,10,13,2,3,1.302
20161014,10,14,2,4,0.889
20161017,10,17,3,0,0.583
20161018,10,18,3,1,0.518
20161019,10,19,3,2,0.781
20161020,10,20,3,3,0.761
20161021,10,21,3,4,0.679
20161024,10,24,4,0,0.601
20161025,10,25,4,1,0.759
20161026,10,26,4,2,0.595
20161027,10,27,4,3,1.053
20161028,10,28,4,4,1.062
20161031,10,31,5,0,0.845
20161101,11,1,1,1,1.317
20161102,11,2,1,2,1.146
20161103,11,3,1,3,0.907
20161104,11,4,1,4,0.522
20161107,11,7,2,0,1.658
20161108,11,8,2,1,0.895
20161109,11,9,2,2,4.697
20161110,11,10,2,3,1.986
20161111,11,11,2,4,0.902
20161114,11,14,3,0,1.81
20161115,11,15,3,1,1.565
20161116,11,16,3,2,0.965
20161117,11,17,3,3,1.621
20161118,11,18,3,4,1.151
20161121,11,21,4,0,0.906
20161122,11,22,4,1,1.087
20161123,11,23,4,2,2.118
20161124,11,24,4,3,1.158
20161125,11,25,4,4,1.343
20161128,11,28,5,0,1.611
20161129,11,29,5,1,1.721
20161130,11,30,5,2,2.483
20161201,12,1,1,3,0.99
20161202,12,2,1,4,0.875
20161205,12,5,2,0,1.899
20161206,12,6,2,1,0.684
20161207,12,7,2,2,0.99
20161208,12,8,2,3,1.252
20161209,12,9,2,4,1.361
20161212,12,12,3,0,1.27
20161213,12,13,3,1,0.738
20161214,12,14,3,2,2.623
20161215,12,15,3,3,1.653
20161216,12,16,3,4,0.957
20161219,12,19,4,0,1.417
20161220,12,20,4,1,1.252
20161221,12,21,4,2,0.959
20161222,12,22,4,3,0.606
20161223,12,23,4,4,0.445
20161226,12,26,5,0,0.377
20161227,12,27,5,1,0.576
20161228,12,28,5,2,0.758
20161229,12,29,5,3,1.018
20161230,12,30,5,4,1.147
